arr,desc,full_desc,img,price,price_surf,rooms_num,surface
15,location Appartement 3 pièces Paris 15ème,"Nous vous proposons rue Bausset, à 2 pas de l'église Saint Lambert et de...",http://e.visuels.poliris.com/c175/e/6/c/b/e6cb58fe-3799.jpg,1516,19.6883116883,3.0,77.0
16,location Appartement 3 pièces Paris 16ème,"Porte de la Muette, boulevard Suchet. Au 9e, traversant, ascenseur. Très bel...",http://5.visuels.poliris.com/c250/5/4/e/c/54ec9f5f-5f01.jpg,3500,33.6538461538,3.0,104.0
5,location Appartement 1 pièce Paris 5ème,Studio meublé 17 m² - Rue Mouffetard Studio avec mezzanine au 4 étage...,http://4.visuels.poliris.com/c175/4/7/c/b/47cb7ac3-413e.jpg,800,47.0588235294,1.0,17.0
18,location Appartement 1 pièce Paris 18ème,Era Montmartre vous propose à la location ce très beau studio refait à...,http://6.visuels.poliris.com/c175/6/e/d/0/6ed07e92-327d.jpg,520,40.0,1.0,13.0
20,location Appartement 2 pièces Paris 20ème,"Rue planchat-appartement T2 en tbe de 30.50m²situe au 1er
étage d'une...",,760,25.3333333333,2.0,30.0
19,location Appartement 2 pièces Paris 19ème,Appartement 1er étage - calme - très bonne état général -...,http://e.visuels.poliris.com/c175/e/1/0/2/e102c29a-35da.jpg,1000,23.8095238095,2.0,42.0
15,location Appartement 2 pièces Paris 15ème,APPARTEMENT MEUBLÉ Situé dans un quartier résidentiel...,http://d.visuels.poliris.com/c175/d/1/2/6/d1261d75-4afb.jpg,1190,31.3157894737,2.0,38.0
16,location Appartement 2 pièces Paris 16ème,Nous vous proposons un très bel appartement entièrement à neuf situé au...,http://2.visuels.poliris.com/c175/2/c/f/b/2cfbc8df-6b7c.jpg,1100,27.5,2.0,40.0
16,location Appartement 3 pièces Paris 16ème,Bel appartement meublé de 80 m² situé proche Place Mexico...,http://2.visuels.poliris.com/c175/2/5/2/9/2529bde4-3d32.jpg,3000,42.2535211268,3.0,71.0
8,location Appartement 2 pièces Paris 8ème,Appartement meublé de 75m² au 2ème étage avec ascenseur...,http://b.visuels.poliris.com/c175/b/7/a/e/b7ae11ff-3c9f.jpg,1960,26.1333333333,2.0,75.0
2,location Appartement 2 pièces Paris 2ème,"Appartement meublé de 45m² comprenant une entrée avec placard, un salon avec canapé...",http://6.visuels.poliris.com/c250/6/e/4/1/6e41aeb3-42f0.jpg,1770,39.3333333333,2.0,45.0
15,location Appartement 2 pièces Paris 15ème,"Dans rue calme (Daudin), tout proche du métro Sèvres LECOURBE, dans bel...",http://b.visuels.poliris.com/c175/b/2/0/b/b20ba196-2883.jpg,1650,29.4642857143,2.0,56.0
15,location Appartement 2 pièces Paris 15ème,"LOCATION APPARTEMENT MEUBLÉ Paris 15 Métro: Bir Hakeim (ligne 6), Charles Michel (ligne 10) RER C Champ de Mars - Tour Eiffel Quai de Grenelle, entre la...",http://c.visuels.poliris.com/c250/c/8/d/e/c8debb78-376a.jpg,1699,33.98,2.0,50.0
14,location Appartement 1 pièce Paris 14ème,"LOCATION MEUBLÉE Métro: Glacière / Saint Jacques (ligne 6) ou Denfert Rochereau (ligne 4 et 6) Dans une résidence moderne sur voie piétonne, superbe...",http://d.visuels.poliris.com/c250/d/9/a/9/d9a9f2b3-24c8.jpg,1150,33.8235294118,1.0,34.0
15,location Appartement 2 pièces Paris 15ème,SURPLACE SAMEDI 30/01 DE 11H A 12H. VENIR SANS RV AU 18 SQUARE JEAN THEBAUD (voie...,http://6.visuels.poliris.com/c250/6/9/6/1/6961f1cb-2624.jpg,1090,31.1428571429,2.0,35.0
15,location Appartement 2 pièces Paris 15ème,SURPLACE SAMEDI 30/01 DE 11H A 12H. VENIR SANS RV AU 18 SQUARE JEAN THEBAUD (voie...,http://c.visuels.poliris.com/c250/c/4/c/4/c4c40ada-3c69.jpg,1075,29.8611111111,2.0,36.0
15,location Appartement 2 pièces Paris 15ème,SURPLACE SAMEDI 30/01 DE 11H A 12H. VENIR SANS RV AU 18 SQUARE JEAN THEBAUD (voie...,http://1.visuels.poliris.com/c250/1/b/f/d/1bfd5313-23fa.jpg,1167,29.175,2.0,40.0
15,location Appartement 1 pièce Paris 15ème,"GARE MONTPARNASSE, avenue Vaugirard, au 3ème étage avec ascenseur, un studio de 31m²...",http://8.visuels.poliris.com/c250/8/5/e/e/85ee94be-3cb3.jpg,913,29.4516129032,1.0,31.0
16,location Appartement 3 pièces Paris 16ème,"Métro La Muette, Boulevard Émile Augier, appartement de 2/3 pièces situé...",http://9.visuels.poliris.com/c175/9/c/c/b/9ccbaed9-4006.jpg,1403,22.6290322581,3.0,62.0
16,location Appartement 3 pièces Paris 16ème,"Métro La Muette, dans un immeuble parfaitement entretenu avec gardienne,...",http://f.visuels.poliris.com/c175/f/5/b/7/f5b7a994-3ee1.jpg,1497,24.95,3.0,60.0
16,location Appartement 4 pièces Paris 16ème,"A deux pas du métro Ranelagh, dans un immeuble parfaitement entretenu avec...",http://f.visuels.poliris.com/c175/f/a/b/3/fab3ab79-43e8.jpg,2716,23.2136752137,4.0,117.0
7,location Appartement 2 pièces Paris 7ème,"41 m², 2e étage sur cour, immeuble 1880, sans ascenseur, séjour avec coin...",http://6.visuels.poliris.com/c175/6/d/0/b/6d0b89c6-33f3.jpg,1750,42.6829268293,2.0,41.0
9,location Appartement 1 pièce Paris 9ème,"Studio 28 m², 3e étage, bon immeuble 19e siècle sans ascenseur, pièce principale avec coin bureau (+ canapé-lit), coin nuit (lit double), salle de douche...",http://b.visuels.poliris.com/c250/b/8/f/9/b8f98f97-4487.jpg,955,34.1071428571,1.0,28.0
16,location Appartement 1 pièce Paris 16ème,"45 m², 7e étage, immeuble moderne, ascenseur, entrée, séjour avec coin...",http://6.visuels.poliris.com/c175/6/0/8/7/6087bce0-2a0b.jpg,1650,36.6666666667,1.0,45.0
8,location Appartement 3 pièces Paris 8ème,Metro alma marceau rue débrousse dans immeuble 1880 avec digicode gardien...,http://2.visuels.poliris.com/c175/2/2/e/8/22e85da0-7ff5.jpg,1671,30.3818181818,3.0,55.0
14,location Appartement 2 pièces Paris 14ème,"Villa du Parc Montsouris, très bel emplacement, un appartement de deux...",http://9.visuels.poliris.com/c175/9/1/c/7/91c763b7-8144.jpg,1170,27.2093023256,2.0,43.0
20,location Appartement 3 pièces Paris 20ème,"A deux pas de la place Gambetta, dans un très bel immeuble d'angle, au 5ème étage...",http://d.visuels.poliris.com/c250/d/1/e/f/d1efeea1-614f.jpg,1642,24.8787878788,3.0,66.0
11,location Appartement 4 pièces Paris 11ème,Métro BASTILLE - 57 RUE DE LYON - dans bel immeuble 1880 en pierres de...,http://d.visuels.poliris.com/c175/d/b/f/a/dbfae2c9-38fb.jpg,2500,25.2525252525,4.0,99.0
18,location Appartement 2 pièces Paris 18ème,Paris 18e - Rue Ramey - Metro Jules Joffrin. Appartement 2 pièces de 47...,http://e.visuels.poliris.com/c175/e/0/9/a/e09a2b37-3c46.jpg,1295,41.7741935484,2.0,31.0
15,location Appartement 2 pièces Paris 15ème,"Proche des Métros BIR-HAKEIM et DUPLEX. Au 2, rue Saint-Saens, appartement...",http://f.visuels.poliris.com/c175/f/d/1/d/fd1d9414-383b.jpg,1750,32.4074074074,2.0,54.0
20,location Appartement 1 pièce Paris 20ème,"A proximité du métro Pelleport, dans un immeuble récent, au 4ème étage...",http://f.visuels.poliris.com/c175/f/7/6/f/f76f490a-2e9c.jpg,720,28.8,1.0,25.0
17,location Appartement 2 pièces Paris 17ème,A proximité du métro La Fourche - rue dautancourt - L'agence Quartiers...,http://0.visuels.poliris.com/c175/0/6/8/c/068c6f77-287b.jpg,1130,23.5416666667,2.0,48.0
15,location Appartement 2 pièces Paris 15ème,"Paris XV, métro Boucicaut, situé dans un quartier commerçant et calme et à...",http://c.visuels.poliris.com/c175/c/9/b/0/c9b0d45e-315c.jpg,1020,30.0,2.0,34.0
20,location Appartement 1 pièce Paris 20ème,"Dans un quartier exceptionnel et historique de Paris, grand...",http://7.visuels.poliris.com/c175/7/8/9/3/7893e2c6-526d.jpg,1270,34.3243243243,1.0,37.0
14,location Appartement 2 pièces Paris 14ème,Très bel appartement situé à Denfert Rochereau au première...,http://9.visuels.poliris.com/c175/9/8/d/7/98d78c21-6fd2.jpg,1200,28.5714285714,2.0,42.0
16,location Appartement 2 pièces Paris 16ème,Rue Octave Feuillet dans un immeuble pierre de taille avec gardienne (...,http://a.visuels.poliris.com/c175/a/6/f/b/a6fbc3e6-372f.jpg,1200,34.2857142857,2.0,35.0
16,location Appartement 3 pièces Paris 16ème,"75116- avenue D'Iéna- Proximité immédiate métro Kléber. Immeuble récent,...",http://4.visuels.poliris.com/c175/4/6/b/b/46bb0361-579d.jpg,2700,33.3333333333,3.0,81.0
16,location Appartement 1 pièce Paris 16ème,"Auteuil -Erlanger - Au 4ème étage, d'un immeuble moderne de standing...",http://9.visuels.poliris.com/c175/9/3/5/3/9353d8be-3696.jpg,1090,32.0588235294,1.0,34.0
15,location Appartement 2 pièces Paris 15ème,"Appartement meublé en excellent état comprenant une entrée,...",http://3.visuels.poliris.com/c175/3/d/7/6/3d76ec13-2cd0.jpg,1126,33.1176470588,2.0,34.0
9,location Appartement 2 pièces Paris 9ème,"APPARTEMENT MEUBLÉ. Rue Taitbout, proche de l'Opéra et des...",http://3.visuels.poliris.com/c175/3/1/2/9/3129892b-4db5.jpg,1950,28.6764705882,2.0,68.0
13,location Appartement 3 pièces Paris 13ème,APPARTEMENT MEUBLÉ. A l'angle de l'avenue des Gobelins et...,http://e.visuels.poliris.com/c175/e/9/c/4/e9c49ff5-2dec.jpg,2000,28.1690140845,3.0,71.0
16,location Appartement 2 pièces Paris 16ème,Appartement 2 pièces de 42 M au sol situé au 7ème et dernier étage sur cour...,http://e.visuels.poliris.com/c175/e/b/8/b/eb8b9143-48db.jpg,1270,30.2380952381,2.0,42.0
1,location Appartement 3 pièces Paris 1er,"75001 Paris: rue de la Reynie, ancien, 78 m², 2ème étage ascenseur, entrée,...",http://b.visuels.poliris.com/c175/b/a/b/c/babceff1-5696.jpg,2300,29.4871794872,3.0,78.0
8,location Appartement 6 pièces Paris 8ème,75008 Paris: dans un immeuble pierre taille avec vue dégagée sans vis-à-...,http://d.visuels.poliris.com/c175/d/3/3/7/d337e45d-3ef2.jpg,4700,25.1336898396,6.0,187.0
15,location Appartement 2 pièces Paris 15ème,"Rue Saint-Lambert, au 4ème étage (avec ascenseur) d'un petit immeuble...",http://7.visuels.poliris.com/c175/7/2/1/5/7215e995-32d2.jpg,1220,24.4,2.0,50.0
20,location Appartement 2 pièces Paris 20ème,Paris 20ème - MARAÎCHERS - Au 5ème étage avec ascenseur d'un immeuble en...,http://c.visuels.poliris.com/c175/c/6/6/c/c66ccd89-3dd6.jpg,1240,24.8,2.0,50.0
8,location Appartement 1 pièce Paris 8ème,Quartier Europe Dans un immeuble en pierre de taille bien...,http://7.visuels.poliris.com/c175/7/a/4/5/7a45830d-2677.jpg,890,28.7096774194,1.0,31.0
13,location Appartement 3 pièces Paris 13ème,"Au deuxième étage d'un immeuble ancien, appartement entièrement rénové,...",http://2.visuels.poliris.com/c175/2/8/3/d/283d8c6a-7126.jpg,1700,28.813559322,3.0,59.0
20,location Appartement 1 pièce Paris 20ème,Superbe appartement situé 62/64 rue Planchat 75020 Paris dans très belle résidence...,http://8.visuels.poliris.com/c250/8/6/e/9/86e9f8e4-4f66.jpg,895,16.5740740741,1.0,54.0
8,location Appartement 2 pièces Paris 8ème,RER Étoile--George V. Bel appartement 2 pièces rénové (...,http://8.visuels.poliris.com/c175/8/c/4/d/8c4d7cbf-32ad.jpg,1750,26.1194029851,2.0,67.0
15,location Appartement 1 pièce Paris 15ème,"Grand studio meublé de 30 m² à 5min du métro Convention, comprenant une...",http://e.visuels.poliris.com/c175/e/d/0/b/ed0bf8d6-38be.jpg,790,26.3333333333,1.0,30.0
5,location Appartement 1 pièce Paris 5ème,"*Studio meublé de 32 m², au cœur du Quartier Latin, Rue de la Huchette dans le 5ème...",http://6.visuels.poliris.com/c250/6/1/c/b/61cb5d4e-3c00.jpg,1250,39.0625,1.0,32.0
9,location Appartement 4 pièces Paris 9ème,"Rue de Chateaudun, Léonard Vercken vous propose un beau 4pièces de 93,42 m²...",http://dyn.visuels.poliris.com/logosPublications/std/6/417976.png,2373,56.5,4.0,42.0
16,location Appartement 2 pièces Paris 16ème,Appartement meublé. Ce charmant appartement de 36 m² avec une terrasse de...,http://c.visuels.poliris.com/c175/c/a/1/b/ca1bfc62-4f3e.jpg,1600,44.4444444444,2.0,36.0
16,location Appartement 2 pièces Paris 16ème,"Appartement meublé. Cet appartement de 35 m², 2 pièces, est situé rue de...",http://5.visuels.poliris.com/c175/5/d/f/2/5df2e2ed-3d0b.jpg,1500,42.8571428571,2.0,35.0
1,location Appartement 2 pièces Paris 1er,"Appartement meublé. Cet appartement de 50 m², 2 pièces, est situé rue du...",http://c.visuels.poliris.com/c175/c/1/3/3/c133cdbf-3182.jpg,2100,42.0,2.0,50.0
3,location Appartement 2 pièces Paris 3ème,"Appartement meublé. Cet appartement de 50 m², 2 pièces, est situé rue...",http://d.visuels.poliris.com/c175/d/b/1/3/db1390db-48d0.jpg,1900,38.0,2.0,50.0
15,location Appartement 3 pièces Paris 15ème,Bel appartement entièrement rénové de 66m² au deuxième étage avec...,http://1.visuels.poliris.com/c175/1/0/5/3/1053ca8b-2ac7.jpg,1800,27.2727272727,3.0,66.0
16,location Appartement 2 pièces Paris 16ème,Appartement d'une surface de 50m² type loft situé au 5ème étage d'une...,http://f.visuels.poliris.com/c175/f/b/a/f/fbaf6e5d-40db.jpg,1750,35.0,2.0,50.0
12,location Appartement 2 pièces Paris 12ème,Proche place felix éboué ligne 8 daumesnil au 11ème et dernier étage avec...,http://dyn.visuels.poliris.com/logosPublications/std/7/371767.png,1495,29.9,2.0,50.0
10,location Appartement 2 pièces Paris 10ème,"Rue Fénelon, 2 pièces de 20 m² en rez-de-chaussée sur...",http://a.visuels.poliris.com/c175/a/b/c/0/abc05fc0-4034.jpg,1050,52.5,2.0,20.0
13,location Appartement 2 pièces Paris 13ème,Deux pièces au 4 étage dans un immeuble bien entretenue et sécurisé...,http://3.visuels.poliris.com/c175/3/b/d/6/3bd6533d-822f.jpg,1150,25.5555555556,2.0,45.0
9,location Appartement 3 pièces Paris 9ème,A proximité du Métro Notre Dame de Lorette- rue de Châteaudun- L'agence...,http://3.visuels.poliris.com/c175/3/8/f/6/38f6139c-414b.jpg,1983,47.2142857143,3.0,42.0
17,location Appartement 3 pièces Paris 17ème,Métro La Fourche. Dans bel immeuble en pierre de taille de la rue...,http://5.visuels.poliris.com/c175/5/a/5/1/5a51f1d3-2704.jpg,1230,25.625,3.0,48.0
15,location Appartement 2 pièces Paris 15ème,"Métro felix faure
square Saint lambert
immeuble ancien bien entretenu
2...",http://0.visuels.poliris.com/c175/0/c/4/b/0c4bbb14-37c5.jpg,1195,18.671875,2.0,64.0
8,location Appartement 3 pièces Paris 8ème,"Paris VIII: RUE Saint PETERSBOURG Au rez-de-chaussée sur cour, un...",http://7.visuels.poliris.com/c175/7/3/e/2/73e20906-3bbf.jpg,1680,25.8461538462,3.0,65.0
16,location Appartement 5 pièces Paris 16ème,Magnifique appartement loué meublé d'une surface de 155m² situé au 1er...,http://6.visuels.poliris.com/c175/6/2/d/3/62d35db8-4932.jpg,6000,38.7096774194,5.0,155.0
7,location Appartement 2 pièces Paris 7ème,"Paris VII - Gros Caillou - Cité de l'Alma.
Au 2ème étage d'un immeuble ancien, au...",http://4.visuels.poliris.com/c250/4/1/f/e/41fe43cf-3d6f.jpg,1445,49.8275862069,2.0,29.0
14,location Appartement 1 pièce Paris 14ème,Beau studio meublé / jardin au calme entrée placard salle...,http://5.visuels.poliris.com/c175/5/d/b/6/5db63b63-46dd.jpg,960,38.4,1.0,25.0
15,location Appartement 1 pièce Paris 15ème,Grand studio meublé de 30m² au 9ème étage d'un immeuble moderne sécurisé...,http://6.visuels.poliris.com/c175/6/c/7/0/6c70dfa9-37cc.jpg,1200,40.0,1.0,30.0
5,location Appartement 4 pièces Paris 5ème,"JARDIN DES PLANTES / MÉTRO JUSSIEU Dans un immeuble ancien,...",http://3.visuels.poliris.com/c175/3/7/4/8/3748bfd8-3cb0.jpg,2630,35.5405405405,4.0,74.0
13,location Appartement 3 pièces Paris 13ème,LIGNE 14 LES OLYMPIADES/RUE TOLBIAC Bon immeuble ancien avec gardienne...,http://9.visuels.poliris.com/c175/9/0/b/4/90b4887c-2c5d.jpg,1320,24.4444444444,3.0,54.0
19,location Appartement 1 pièce Paris 19ème,"Paris 19ème - Dans un immeuble récent très bien entretenu,...",http://d.visuels.poliris.com/c175/d/a/3/b/da3b3076-2a92.jpg,530,11.7777777778,1.0,45.0
9,location Appartement 2 pièces Paris 9ème,Appartement 1 chambre de 40 m² situé au 5ème étage avec ascenseur d'un...,http://e.visuels.poliris.com/c175/e/c/2/7/ec2704a1-2e8c.jpg,1400,35.0,2.0,40.0
7,location Appartement 8 pièces Paris 7ème,"Paris 75007 proche métro Rue du BAC, Très Bel Appartement...",http://5.visuels.poliris.com/c175/5/2/3/2/52324190-47cc.jpg,5490,27.0443349754,8.0,203.0
16,location Appartement 3 pièces Paris 16ème,"Place du Trocadero/Avenue Georges Mandel.
Dans un superbe Hôtel...",http://6.visuels.poliris.com/c175/6/8/f/c/68fc8a41-4884.jpg,3200,40.0,3.0,80.0
5,location Appartement 2 pièces Paris 5ème,5ème: CONTRESCARPE STUDIO/2 pièces meublé 30 M² rue Blainville: Immeuble...,http://5.visuels.poliris.com/c175/5/7/5/f/575f4746-473a.jpg,1050,35.0,2.0,30.0
17,location Appartement 1 pièce Paris 17ème,12 rue pouchet dans immeuble 1975 avec digicode gardien ascenseur studio...,http://2.visuels.poliris.com/c175/2/a/c/e/2ace7f81-707e.jpg,765,34.7727272727,1.0,22.0
16,location Appartement 2 pièces Paris 16ème,"A Louer, Paris 16, rue Raffet, dans un immeuble ancien année trente avec...",http://d.visuels.poliris.com/c175/d/c/5/7/dc57fe75-33fb.jpg,1250,37.8787878788,2.0,33.0
7,location Appartement 5 pièces Paris 7ème,LOCATION MEUBLÉE Paris 7ème limite 6ème Metro Sèvres BABYLONE OU ST GERMAIN DES PRES...,http://0.visuels.poliris.com/c250/0/0/4/5/00458715-3a5e.jpg,3400,28.3333333333,5.0,120.0
12,location Appartement 1 pièce Paris 12ème,Studio situé au 5ème étage sans ascenseur d'un immeuble...,http://a.visuels.poliris.com/c175/a/f/3/9/af39f10b-1718.jpg,650,21.6666666667,1.0,30.0
11,location Appartement 2 pièces Paris 11ème,Rue de Montreuil 75011 Paris - Appartement de 2 pièces meublé de 56m² au...,http://5.visuels.poliris.com/c175/5/5/b/f/55bf2262-4318.jpg,1650,27.5,2.0,60.0
17,location Appartement 4 pièces Paris 17ème,Original Trois pièces de 118 m² plus mezzanine boulevard Gouvion St Cyr...,http://7.visuels.poliris.com/c175/7/6/2/2/7622ec5a-333a.jpg,2600,22.0338983051,4.0,118.0
10,location Appartement 5 pièces Paris 10ème,"Sans Vis à Vis, face à l'écluse du Canal Saint martin, immeuble récent, au...",http://a.visuels.poliris.com/c175/a/8/5/3/a8536c69-7162.jpg,3763,26.5,5.0,142.0
9,location Appartement 4 pièces Paris 9ème,Paris 75009 proche métro Richelieu Drouot Bel Appartement loué meublé 91 m²...,http://c.visuels.poliris.com/c175/c/b/3/3/cb33b208-5d37.jpg,2800,30.7692307692,4.0,91.0
15,location Appartement 2 pièces Paris 15ème,"Deux pièces dans un immeuble sécurisé. Entré, cuisine séparé. Séjour lumineux...",http://a.visuels.poliris.com/c250/a/a/1/4/aa147394-29b5.jpg,1195,29.875,2.0,40.0
9,location Appartement 1 pièce Paris 9ème,"Rue Turgot, au 4e étage avec ascenseur d'un immeuble ancien...",http://e.visuels.poliris.com/c175/e/e/b/4/eeb47c39-6eec.jpg,1000,35.7142857143,1.0,28.0
13,location Appartement 2 pièces Paris 13ème,LIGNE 14-LES OLYMPIADES/RUE TOLBIAC Bon immeuble ancien avec gardienne/1er...,http://e.visuels.poliris.com/c175/e/7/e/f/e7ef8ec2-348e.jpg,883,28.4838709677,2.0,31.0
5,location Appartement 1 pièce Paris 5ème,5ème: CONTRESCARPE STUD/2 pièces meublé 30 M² Immeuble moderne avec...,http://0.visuels.poliris.com/c175/0/0/3/c/003c0007-4e03.jpg,1050,35.0,1.0,30.0
6,location Appartement 1 pièce Paris 6ème,Dans un immeuble ancien au 2ème étage sur cour chramant studio de 30m²...,http://2.visuels.poliris.com/c175/2/0/4/9/20499e81-4922.jpg,1300,43.3333333333,1.0,30.0
6,location Appartement 2 pièces Paris 6ème,"Quartier recherche ""st germain des pres"" appartement...",http://d.visuels.poliris.com/c175/d/0/c/d/d0cd224d-61d4.jpg,1215,31.9736842105,2.0,38.0
16,location Appartement 3 pièces Paris 16ème,"A LOUER Paris 16ème, à proximité du Métro Exelmans, dans un immeuble...",http://7.visuels.poliris.com/c175/7/4/0/e/740e1656-9766.jpg,1490,27.0909090909,3.0,55.0
16,location Appartement 1 pièce Paris 16ème,"A LOUER dans le 16e arrondissement, quartier la Fontaine, à proximité du...",http://6.visuels.poliris.com/c175/6/d/3/9/6d39dbbd-2e82.jpg,420,20.0,1.0,21.0
16,location Appartement 5 pièces Paris 16ème,"Avenue de Versailles Métro Mirabeau.
Dans immeuble pierre...",http://d.visuels.poliris.com/c175/d/b/0/2/db024336-41ed.jpg,2790,18.8513513514,5.0,148.0
15,location Appartement 1 pièce Paris 15ème,"Métro Bir Hakeim ou Dupleix, chambre meublée au 7ème étage sans ascenseur...",http://5.visuels.poliris.com/c175/5/0/6/4/50644681-31d9.jpg,411,37.3636363636,1.0,11.0
15,location Appartement 2 pièces Paris 15ème,"Métro Commerces - Rue Gramme - Dans un bel immeuble ancien,...",http://a.visuels.poliris.com/c175/a/5/8/1/a581abe7-31f8.jpg,1050,30.8823529412,2.0,34.0
7,location Appartement 2 pièces Paris 7ème,"Dans magnifique cour pavée, immeuble récent, 2ème étage...",,1850,34.9056603774,2.0,53.0
15,location Appartement 2 pièces Paris 15ème,"Emplacement calme, dans la rue d'alleray Paris 15, Dans une résidence...",http://e.visuels.poliris.com/c175/e/6/5/0/e650c358-36a4.jpg,1305,28.3695652174,2.0,46.0
11,location Appartement 3 pièces Paris 11ème,"Rue de la Pierre Levée 1er étage sans ascenseur, double séjour (salon/...",http://3.visuels.poliris.com/c175/3/3/3/a/333a4e23-3db4.jpg,1710,19.6551724138,3.0,87.0
15,location Appartement 1 pièce Paris 15ème,Villa Letellier 75015 - un grand studio rénové de 27...,http://e.visuels.poliris.com/c175/e/a/a/0/eaa06405-535c.jpg,790,10.9722222222,1.0,72.0
13,location Appartement 2 pièces Paris 13ème,Exclusivité. Patrimoine institutionnel. 7 square Albin...,http://3.visuels.poliris.com/c175/3/c/8/0/3c80c860-775c.jpg,1200,30.7692307692,2.0,39.0
18,location Appartement 1 pièce Paris 18ème,"Rue Damrémont, Studio en parfait état au 5ème étage avec...",http://5.visuels.poliris.com/c175/5/7/8/8/57883425-3c6b.jpg,700,30.4347826087,1.0,23.0
12,location Appartement 2 pièces Paris 12ème,"Rue de la Lancette, bâtiment cour au 3ème étage sans...",http://2.visuels.poliris.com/c175/2/5/e/c/25ecba52-3133.jpg,1050,26.9230769231,2.0,39.0
5,location Appartement 2 pièces Paris 5ème,MÉTRO Saint MICHEL - RUE Saint JACQUES - L'Agence Monceau Transactions...,http://3.visuels.poliris.com/c175/3/1/1/8/31184773-4d6f.jpg,1500,33.3333333333,2.0,45.0
15,location Appartement 2 pièces Paris 15ème,"Rue Gramme - Métro Commerces - Dans un bel immeuble ancien, au 3ème étage...",http://9.visuels.poliris.com/c175/9/c/8/3/9c835f5e-29d3.jpg,1050,30.8823529412,2.0,34.0
18,location Appartement 2 pièces Paris 18ème,Dans un bel immeuble très bien entretenu au 2e étage sans...,http://dyn.visuels.poliris.com/logosAgences/std/2/109102.png,1020,29.1428571429,2.0,35.0
19,location Appartement 1 pièce Paris 19ème,"26, rue du Plateau, tout proche du jardin des Buttes Chaumont, dans un bel...",,758,19.4358974359,1.0,39.0
3,location Appartement 2 pièces Paris 3ème,"Grand studio/style loft
dans un bel immeuble de grand standing beau loft...",http://1.visuels.poliris.com/c175/1/1/f/e/11fecce4-9406.jpg,2000,36.3636363636,2.0,55.0
7,location Appartement 1 pièce Paris 7ème,"Immeuble avec ascenseur, interphone, digicode, 2ème étage,...",,850,10.8974358974,1.0,78.0
6,location Appartement 2 pièces Paris 6ème,"Appartement meublé de 50m² environ, situé rue de Buci (...",http://1.visuels.poliris.com/c175/1/5/f/9/15f9188f-3cce.jpg,2600,53.0612244898,2.0,49.0
12,location Appartement 3 pièces Paris 12ème,Boulevard de la Bastille. Dans un grand immeuble des années...,http://6.visuels.poliris.com/c175/6/c/3/b/6c3b2c13-38f0.jpg,1700,28.3333333333,3.0,60.0
3,location Appartement 3 pièces Paris 3ème,"14 cité Dupetit Thouars, au fond d'une impasse, quartier...",http://5.visuels.poliris.com/c175/5/7/0/2/57024912-2f03.jpg,1624,31.8431372549,3.0,51.0
17,location Appartement 3 pièces Paris 17ème,"Proximité porte de Clichy, rue du Docteur Paul Brousse,...",http://8.visuels.poliris.com/c175/8/4/8/e/848e40b4-6c85.jpg,1300,20.6349206349,3.0,63.0
17,location Appartement 1 pièce Paris 17ème,Paris XVII: PLACE DE LA PORTE DE CHAMPERRET Dans un immeuble en pierre de...,http://3.visuels.poliris.com/c175/3/c/c/8/3cc89baa-3960.jpg,990,33.0,1.0,30.0
17,location Appartement 2 pièces Paris 17ème,"Paris XVII: RUE CINO DEL DUCA Au rez-de-chaussée sur jardin, un bel...",http://2.visuels.poliris.com/c175/2/7/f/2/27f298be-4425.jpg,1350,30.6818181818,2.0,44.0
13,location Appartement 2 pièces Paris 13ème,"Métro Tolbiac, proche commerces, Avenue d'Italie, immeuble...",http://dyn.visuels.poliris.com/logosAgences/std/6/2536.png,1101,17.7580645161,2.0,62.0
14,location Appartement 1 pièce Paris 14ème,boulevard MONTPARNASSE XIV° - IMMEUBLE 1900 PIERRE DE TAILLE - STUDIO...,http://6.visuels.poliris.com/c175/6/5/e/0/65e01cd2-38c5.jpg,741,37.05,1.0,20.0
12,location Appartement 4 pièces Paris 12ème,"REUILLY DIDEROT/GARE DE LYON: En étage avec ascenseur, 4 pièces meublé...",http://2.visuels.poliris.com/c175/2/2/d/e/22deead6-3e22.jpg,1650,21.7105263158,4.0,76.0
18,location Appartement 1 pièce Paris 18ème,"Au 5ème étage avec ascenseur d'un immeuble avec gardien, joli studio de 22m² loué vide en très bon état, comprenant: entrée avec armoire intégrée, pièce...",http://b.visuels.poliris.com/c250/b/d/c/6/bdc6c2a9-2788.jpg,735,33.4090909091,1.0,22.0
6,location Appartement 2 pièces Paris 6ème,LUXEMBOURG/CASSETTE - (location meublée) - Dans très bel immeuble ancien -...,http://d.visuels.poliris.com/c175/d/a/a/d/daad509e-29d4.jpg,1150,37.0967741935,2.0,31.0
15,location Appartement 2 pièces Paris 15ème,"Rue Gramme - Métro Commerces - Dans un bel immeuble ancien,...",http://9.visuels.poliris.com/c175/9/5/0/f/950f819f-2f6b.jpg,1200,48.0,2.0,25.0
20,location Appartement 1 pièce Paris 20ème,"Proche Père Lachaise, au 5ème étage avec ascenseur dans un immeuble avec...",http://9.visuels.poliris.com/c175/9/4/3/5/9435e836-42c9.jpg,1065,13.8311688312,1.0,77.0
16,location Appartement 5 pièces Paris 16ème,"Av Raymond Poincaré, 16ème, métro Trocadéro, dans un immeuble moderne de...",http://9.visuels.poliris.com/c175/9/9/5/2/9952eba0-351e.jpg,7500,48.7012987013,5.0,154.0
